year,title
1991,Neural Network Analysis of Event Related Potentials and Electroencephalogram Predicts Vigilance
2013,Thompson Sampling for 1-Dimensional Exponential Family Bandits
2013,Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search
2013,Density estimation from unweighted k-nearest neighbor graphs: a roadmap
2013,Sketching Structured Matrices for Faster Nonlinear Regression
2013,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent
2013,Locally Adaptive Bayesian Multivariate Time Series
2013,A Latent Source Model for Nonparametric Time Series Classification
2013,Multilinear Dynamical Systems for Tensor Time Series
2013,What do row and column marginals reveal about your dataset?
2013,Error-Minimizing Estimates and Universal Entry-Wise Error Bounds for Low-Rank Matrix Completion
1991,Structural Risk Minimization for Character Recognition
2013,Synthesizing Robust Plans under Incomplete Domain Models
2013,Which Space Partitioning Tree to Use for Search?
2013,Solving inverse problem of Markov chain with partial observations
2013,Robust Data-Driven Dynamic Programming
2013,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking
2013,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions
2013,Unsupervised Structure Learning of Stochastic And-Or Grammars
2013,Rapid Distance-Based Outlier Detection via Sampling
2013,One-shot learning by inverting a compositional causal process
2013,Stochastic Majorization-Minimization Algorithms for Large-Scale Optimization
1991,Hierarchical Transformation of Space in the Visual System
2013,Robust Transfer Principal Component Analysis with Rank Constraints
2013,Online Robust PCA via Stochastic Optimization
2013,The Fast Convergence of Incremental PCA
2013,Probabilistic Principal Geodesic Analysis
2013,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis
2013,Online PCA for Contaminated Data
2013,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA
2013,One-shot learning and big data with n=2
2013,The Randomized Dependence Coefficient
2013,Sparse Additive Text Models with Low Rank Background
1991,Hierarchies of adaptive experts
2013,Documents as multiple overlapping windows into grids of counts
2013,On Algorithms for Sparse Multi-factor NMF
2013,Learning Adaptive Value of Information for Structured Prediction
2013,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs
2013,Point Based Value Iteration with Optimal Belief Compression for Dec-POMDPs
2013,Convergence of Monte Carlo Tree Search in Simultaneous Move Games
2013,Estimation Bias in Multi-Armed Bandit Algorithms for Search Advertising
2013,"Optimization, Learning, and Games with Predictable Sequences"
2013,Minimax Optimal Algorithms for Unconstrained Linear Optimization
2013,Online Learning with Costly Features and Labels
1991,Linear Operator for Object Recognition
2013,The Pareto Regret Frontier
2013,Online Learning with Switching Costs and Other Adaptive Adversaries
2013,High-Dimensional Gaussian Process Bandits
2013,On Poisson Graphical Models
2013,Conditional Random Fields via Univariate Exponential Families
2013,Scalable kernels for graphs with continuous attributes
2013,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic
2013,Analyzing the Harmonic Structure in Graph-Based Learning
2013,Learning Gaussian Graphical Models with Observed or Latent FVSs
2013,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation
1991,Neural Network Routing for Random Multistage Interconnection Networks
2013,First-order Decomposition Trees
2013,Binary to Bushy: Bayesian Hierarchical Clustering with the Beta Coalescent
2013,Parallel Sampling of DP Mixture Models using Sub-Cluster Splits
2013,Lexical and Hierarchical Topic Regression
2013,A Novel Two-Step Method for Cross Language Representation Learning
2013,Learning word embeddings efficiently with noise-contrastive estimation
2013,Training and Analysing Deep Recurrent Neural Networks
2013,Extracting regions of interest from biological images with convolutional sparse block coding
2013,Mapping paradigm ontologies to and from the brain
2013,Geometric optimisation on positive definite matrices for elliptically contoured distributions
1991,A Segment-Based Automatic Language Identification System
2013,Estimating the Unseen: Improved Estimators for Entropy and other Properties
2013,Factorized Asymptotic Bayesian Inference for Latent Feature Models
2013,Tracking Time-varying Graphical Structure
2013,Sparse Inverse Covariance Estimation with Calibration
2013,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables
2013,On model selection consistency of penalized M-estimators: a geometric theory
2013,A multi-agent control framework for co-adaptation in brain-computer interfaces
2013,Probabilistic Movement Primitives
2013,Variational Policy Search via Trajectory Optimization
2013,Learning Trajectory Preferences for  Manipulators via Iterative Improvement
2013,Forgetful Bayes and myopic planning: Human learning and decision-making in a bandit setting
2013,Context-sensitive active sensing in humans
2013,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces
2013,Reinforcement Learning in Robust Markov Decision Processes
2013,Projected Natural Actor-Critic
2013,(More) Efficient Reinforcement Learning via Posterior Sampling
2013,Adaptive Step-Size for Policy Gradient Methods
2013,Policy Shaping: Integrating Human Feedback with Reinforcement Learning
2013,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result
2013,DESPOT: Online POMDP Planning with Regularization
1991,Adaptive Development of Connectionist Decoders for Complex Error-Correcting Codes
2013,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris
2013,Reward Mapping for Transfer in Long-Lived Agents
2013,Learning a Deep Compact Image Representation for Visual Tracking
2013,Learning the Local Statistics of Optical Flow
2013,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections"
2013,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach
2013,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths
2013,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization
2013,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation"
2013,Decision Jungles: Compact and Rich Models for Classification
1987,Teaching Artificial Neural Systems to Drive: Manual Training Techniques for Autonomous Systems
1991,Rule Induction through Integrated Symbolic and Subsymbolic Processing
2013,Non-Linear Domain Adaptation with Boosting
2013,Modeling Clutter Perception using Parametric Proto-object Partitioning
2013,Mid-level Visual Element Discovery as Discriminative Mode Seeking
2013,Optimal integration of visual speed across different spatiotemporal frequency channels
2013,DeViSE: A Deep Visual-Semantic Embedding Model
2013,Visual Concept Learning: Combining Machine Vision and Bayesian Generalization on Concept Hierarchies
2013,Learning invariant representations and applications to face verification
2013,Deep Neural Networks for Object Detection
2013,Fast Template Evaluation with Vector Quantization
2013,Transfer Learning in a Transductive Setting
1991,Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation
2013,Reshaping Visual Datasets for Domain Adaptation
2013,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms
2013,Learning Feature Selection Dependencies in Multi-task Learning
2013,Parametric Task Learning
2013,Direct 0-1 Loss Minimization and Margin Maximization with Boosting
2013,Reservoir Boosting : Between Online and Offline Ensemble Learning
2013,Beyond Pairwise: Provably Fast Algorithms for Approximate
1991,Induction of Multiscale Temporal Structure
1997,Learning Generative Models with the Up Propagation Algorithm
1997,A Neural Network Based Head Tracking System
2014,Top Rank Optimization in Linear Time
2014,SerialRank: Spectral Ranking using Seriation
2014,Magnitude-sensitive preference formation`
2014,Learning Mixed Multinomial Logit Model from Ordinal Data
2014,Near-Optimal Density Estimation in Near-Linear Time Using Variable-Width Histograms
2014,Factoring Variations in Natural Images with Deep Gaussian Mixture Models
2014,Robust Kernel Density Estimation by Scaling and Projection in Hilbert Space
2014,"Distributed Estimation, Information Loss and Exponential Families"
1991,Learning Unambiguous Reduced Sequence Descriptions
2014,Sensory Integration and Density Estimation
2014,General Table Completion using a Bayesian Nonparametric Model
2014,Dependent nonparametric trees for dynamic hierarchical clustering
2014,Sparse Bayesian structure learning with ?dependent relevance determination? priors
2014,Mondrian Forests: Efficient Online Random Forests
2014,Parallel Sampling of HDPs using Sub-Cluster Splits
2014,Localized Data Fusion for Kernel k-Means Clustering with Application to Cancer Biology
2014,Learning with Fredholm Kernels
2014,Scalable Kernel Methods via Doubly Stochastic Gradients
2014,Kernel Mean Estimation via Spectral Filtering
1991,Network Model of State-Dependent Sequencing
2014,Subspace Embeddings for the Polynomial Kernel
2014,Learning the Learning Rate for Prediction with Expert Advice
2014,Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning
2014,Efficient Minimax Strategies for Square Loss Games
2014,Online Decision-Making in General Combinatorial Spaces
2014,Model-based Reinforcement Learning and the Eluder Dimension
2014,Algorithms for CVaR Optimization in MDPs
2014,Sparse Multi-Task Reinforcement Learning
2014,Probabilistic Differential Dynamic Programming
2014,Weighted importance sampling for off-policy learning with linear function approximation
